Judul;Tanggal;Isi Berita;URL Link;URL Gambar;
Mengulik Nasi Tempong, Kuliner Asli Bali atau Banyuwangi?;Kompas.com, 10 November 2025, 20:31 WIB;"KOMPAS.com -Popularitas nasi tempong yang menjamur di berbagai daerah membuat asal-usulnya kerap disalahpahami. Tidak sedikit yang mengiranasi tempongberasal dari Bali karena mudah ditemui di kawasan wisata. Namun nyatanya nasi tempong bukan berasal dari Bali, melainkan dari Banyuwangi, Jawa Timur. Kepala Dinas Kebudayaan dan Pariwisata Banyuwangi Taufik Hidayat mengatakan nasi tempong merupakan kuliner asli Banyuwangi. ""Benar (nasi tempong berasal dariBanyuwangi), bahkan kata 'tempong' itu istilah Banyuwangi, bahasa (suku) Osing, 'tempong' itu artinya tampar,"" kata Taufik kepada Kompas.com di Pantai Boom, Banyuwangi, Jawa Timur, pada Sabtu (25/10/2025). Taufik menjelaskan, nasi tempong terkenal dengan cita rasa pedas yang mana penggambaran rasa pedasnya diibaratkan seperti ditampar.";https://www.kompas.com/food/read/2025/11/10/203100475/mengulik-nasi-tempong-kuliner-asli-bali-atau-banyuwangi-;https://asset.kompas.com/crops/qoFI80ggNyAVdDDSmFhXFoXFHI0=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/06/06/66617fe595987.jpg;
Kenalkan Kuliner Indonesia Timur, Hotel Tentrem Semarang Luncurkan Menu Papeda Ikan Kuah Kuning dan Air Guraka;Kompas.com, 10 November 2025, 12:42 WIB;"SEMARANG, KOMPAS.com- Sebagai bagian dari upaya melestarikan budaya dan kuliner Nusantara, Hotel Tentrem Semarang meluncurkan menu khas Indonesia Timur yakni, Papeda Ikan Kuah Kuning dan Air Guraka. Peluncuran itu dipimpin langsung oleh Direktur Utama PT Hotel Candi BaruIrwan Hidayatserta Gubernur Maluku Utara Sherly Tjoanda secarahybrid, Senin (10/11/2025). Acara itu turut dihadiri Brand Ambassador Andy Noya, putra sulung Sherly Tjoanda, Bennett Edbert Laos, dan Gubernur Jateng Ahmad Luthfi. Menurut Irwan, inisiatif itu sengaja didorong untuk mengenalkan kekayaankulinerNusantara, khususnya sajian khas dariIndonesia Timurkepada masyarakat luas yang mengunjungi Hotel Tentrem. ""Ceritanya 2 bulan yang lalu saya ketemu dengan Gubernur Maluku, Ibu Sherly Tjoanda. Waktu itu, saya punya ide untuk menyediakan makanan Maluku di hotel ini. Waktu saya tanya, dia bilangpapedasama sup ikan kuning. Waktu saya pelajari, wah menarik juga ya kalau ada di hotel,"" ungkap Irwan. Dok. Sido MunculIrwan Hidayat, Direktur PT Hotel Candi Baru, serta Ibu Sherly Tjoanda, Gubernur Maluku Utara meluncurkan menu khas Indonesia Timur yakni, Papeda Ikan Kuah Kuning dan Air Guraka secara hybrid di Hotel Tentram, Senin (10/11/2025) Alhasil, menu Papeda Ikan Kuah Kuning dan Air Guraka mulai disajikan dalam menu sarapan Hotel Tentrem Semarang, memberikan pengalaman kuliner baru bagi para tamu. Bahkan, sajian papeda diolah menjadi papeda goreng dan perkedel papeda. Lalu, minuman air guraka yang terbuat dari jahe, gula aren, kacang kenari dan serai disajikan dalam minuman panas dan es. “Kami populerkan (papeda) salah satunya karena makanan ini mengandung serat fiber yang banyak. Bagus untuk pencernaan. Semoga kehadiran menu ini membangkitkan kecintaan masyarakat terhadap Hotel Tentrem Semarang, sekaligus mendorong apresiasi terhadap kuliner tradisional Indonesia,” tuturnya. KOMPAS.COM/Titis Anis FauziyahIrwan Hidayat, Direktur PT Industri Jamu dan Farmasi Sido Muncul Tbk, serta Ibu Sherly Tjoanda, Gubernur Maluku Utara meluncurkan menu khas Indonesia Timur yakni, Papeda Ikan Kuah Kuning dan Air Guraka secara hybrid di Hotel Tentram, Senin (10/11/2025). Melalui setiap sajian, Hotel Tentrem berharap dapat menjadi wadah untuk memperkenalkan kekayaan kuliner Nusantara kepada dunia, serta memperkuat rasa bangga terhadap warisan budaya bangsa. ""Ini salah satu yang pertama dari Maluku Utara, tapi nanti kami akan juga berusaha untuk menyediakan makanan-makanan Nusantara lainnya,"" lanjutnya. Terpisah, Gubernur Maluku Utara Sherly Tjoanda mengapresiasi Irwan Hidayat yang memperkenalkan kuliner Maluku Utara, khususnya papeda dan kuah ikan kuning serta air guraka di Hotel Tentrem di Indonesia. ""Dengan begini, masyarakat di Jawa bisa menikmati kuliner Maluku Utara. Ini satu langkah awal kuliner Maluku Utara untuk masuk secara nasional. Semoga semakin dikenal budaya, kuliner, dan cerita dari Maluku Utara,"" ujar Sherly. Tak hanya itu, dia juga menambahkan pengenalan budaya juga diupayakan dengan memamerkan dan mempromosikan tenun Tidore di toko oleh-oleh Hotel Tentrem. ""Jadi, itu memang budayanya sudah ada tenun Tidore. Tapi, kemudian dilestarikan kembali lagi oleh kerja sama dengan Bank Indonesia. Nanti pun produk dari tenun Tidore dan tenun Ternate akan kami titip digift shopyang ada di Hotel Tentrem,"" imbuh Sherly. KOMPAS.COM/Titis Anis FauziyahIrwan Hidayat, Direktur PT Industri Jamu dan Farmasi Sido Muncul Tbk, serta Ibu Sherly Tjoanda, Gubernur Maluku Utara meluncurkan menu khas Indonesia Timur yakni, Papeda Ikan Kuah Kuning dan Air Guraka secara hybrid di Hotel Tentram, Senin (10/11/2025). Sementara, Gubernur Jateng Ahmad Luthfi berharap melalui peluncuran menu tersebut, Hotel TentremSemarangdapat terus menjadi ikonhospitalityyang tidak hanya berkelas, tetapi juga berjiwa Indonesia. Langkah itu juga diharapkan menjadi inspirasi bagi pelaku industri perhotelan lainnya untuk terus menggali dan mengenalkan kekayaan kuliner Nusantara. ""Saya juga mengucapkan terima kasih dan penghargaan kepada parachefdan tim kuliner Hotel Tentrem yang telah bekerja keras dan berinovasi hingga akhirnya dapat mempersembahkan menu istimewa kepada publik. Semoga peluncuran hari ini menjadi awal bagi semakin dikenalnya kuliner Nusantara, baik di tingkat nasional maupun internasional, serta memberi manfaat bagi kemajuan pariwisata dan ekonomi kreatif di Jawa Tengah dan Indonesia,"" kata Luthfi.";https://regional.kompas.com/read/2025/11/10/124221878/kenalkan-kuliner-indonesia-timur-hotel-tentrem-semarang-luncurkan-menu;https://asset.kompas.com/crops/aRNlWW8POttTC2YUuPeNB3_YhIQ=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/11/10/6911757bebdc8.jpg;
Lapar Saat Transit di Stasiun Tanah Abang Baru, Bisa Jajan di Mana?;Kompas.com, 7 November 2025, 12:31 WIB;KOMPAS.com -Di area Stasiun Tanah Abang Baru terdapat beberapa tenant yang menjual aneka makanan dan minuman. Tenant ini cukup mudah dijangkau karena lokasinya tersebar di dekatgate. Bahkan, beberapa tenant di antaranya berada di dalam stasiun, jadi tidak perlutap-outdan keluar stasiun. Jika sedang transit diStasiun Tanah Abang Barudan butuh mengganjal perut yang lapar, berikut lokasi tenant kuliner yang bisa disambangi di: Tempat jajan di dalam Stasiun Tanah Abang Baru berada di dalam gedung lama stasiun. Pertama, berada di dekat gate arah Halte Busway Transjakarta Tanah Abang 2. Jajaran tenant kuliner di sana persis di depangate. Berdasarkan pantauan Kompas.com di lokasi pada Kamis (6/11/2025), beberapa tenat kuliner yang ada di sana meliputi CFC, Makaroni Ngehe, Waroeng Teh Kotjok, Burger SD, H! Cups, Roti Maryam Salman, Roti'O, Alfa Express, dan Siliwangi Bolu. Kompas.com/ Suci Wulandari PutriDeretan tenant kuliner di dekat gate arah Halte Busway Transjakarta Tanah Abang 2, di Stasiun Tanah Abang Baru, Jakarta Pusat, Kamis (6/11/2025). Tepat di depan Alfa Express ada pula fasilitas isi ulang air minum yang bisa dimanfaatkan gratis oleh pengguna KRL. Masih di sekitar spot kuliner, ada pula sederet mesin ATM yang bisa digunakan apabila butuh uang tunai untuk jajan.Beberapa mesin ATM yang tersedia meliputi: ATM Link, BCA, Mandiri, CIMB Niaga, dan BSI. Kompas.com/ Suci Wulandari PutriLokasi tenant kuliner di dekat gate arah Pasar Tanah Abang, di Stasiun Tanah Abang Baru, Jakarta Pusat, Kamis (6/11/2025). Spot jajan kedua di Stasiun Tanah Abang Baru berada di gate menuju Pasar Tanah Abang. Khusus di spot ini, lokasi tenant berada di depan loket tiket, dan pengguna KRL perlutap-outdahulu. Beberapa tenant yang ada di sana meluputi CFC, Indomaret, Roti'O dan Roti Maryam. Tepat di depan loket tiket juga ada deretan ATM BRI.;https://www.kompas.com/food/read/2025/11/07/123100275/lapar-saat-transit-di-stasiun-tanah-abang-baru-bisa-jajan-di-mana-;https://asset.kompas.com/crops/PygaZHakXg2cyC1NRuc3LNevPBM=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/07/690d6ee7accd4.jpg;
Melihat Malaysia di Sumatera Barat, Bangunan dan Kulinernya yang Mirip;Kompas.com, 6 November 2025, 15:00 WIB;"SUMATERA BARAT, KOMPAS.com -Saat melancong ke Sumatera Barat, turis Malaysia bisa jadi merasakan suasana layaknya di rumah sendiri. Bukan hanya karena keramahan penduduknya, melainkan persamaan budaya dan kuliner, serta ikatan sejarah yang kuat antara dua wilayah ini. ""Negeri Sembilan di Malaysia sendiri, nenek moyangnya adalah orang Minang karena sejak dulu, orang Minang memang suka merantau,"" kata pemandu Museum Bustanil Arifin, Suaita, ketika ditemuiKompas.comdalam rangkaian Familiarization Trip Kementerian Pariwisata RI bersama Travel Agent Malaysia ke Sumatera Barat, Senin (27/10/2025). Namun, nama-nama suku di Negeri Sembilan berbeda dengan suku di Sumatera Barat.";https://travel.kompas.com/read/2025/11/06/150000927/melihat-malaysia-di-sumatera-barat-bangunan-dan-kulinernya-yang-mirip;https://asset.kompas.com/crops/jd09h3ly2zF_y7mSRZ7iJVW8mGA=/0x0:4032x2688/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/05/690ab162c0527.jpg;
Kue Tiram, Ketika Cita Rasa Taiwan Menyapa Lidah Surabaya;Kompas.com, 6 November 2025, 09:31 WIB;SURABAYA, KOMPAS.com- Dari sebuah dapur di belakang ruko kawasan Kapas Kampung, aroma gurih kue tiram yang baru diangkat dari wajan. Di balik camilan berisitiramdan rumput laut itu, tersimpan kisah ketekunan, kreativitas, dan adaptasi rasa yang menjadikannya begitu digemari. Binti Rohmatin, istri dari sang pemilik Kue Tiram Babah Hoi menjadi salah satu sosok di balik popularitas jajanan khasTaiwan.;https://www.kompas.com/food/read/2025/11/06/093100975/kue-tiram-ketika-cita-rasa-taiwan-menyapa-lidah-surabaya;https://asset.kompas.com/crops/N_CvwCae7Zz-jVJfc6q5ZLVuVd4=/0x102:3396x2366/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/05/690afcb415f06.jpg;
Bongkar Surga Tersembunyi Kuliner Halal di Bangkok, Jirayut: Tinggal Tunjuk;Kompas.com, 5 November 2025, 15:52 WIB;"JAKARTA, KOMPAS.com- Aktor dan penyanyi asal Thailand, Jirayut memberikan bocoran tempat kuliner halal di Bangkok, Thailand. Sebagai orang asli Thailand,Jirayuttahu sulitnya mencari makanan halal saat sedang diBangkok. Tapi ada satu wilayah yang akan selalu menjadi tujuannya ketika sedang berada di Bangkok karena hampir semua makanan di sana halal. ""Karena aku kan muslim, di sana kita harus cari makan yang banyak daerah-daerah muslimnya,"" jelas Jirayut di Raditya Dika, dikutip Rabu (5/11/2025).";https://www.kompas.com/hype/read/2025/11/05/155202966/bongkar-surga-tersembunyi-kuliner-halal-di-bangkok-jirayut-tinggal-tunjuk;https://asset.kompas.com/crops/36TU-7JuRWdx1p77bsM5CxWuh14=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775d943eeb.png,0,-0,1)/data/photo/2024/07/18/6698de8a0e120.jpg;
Rahasia Nasi Kuning Setengah Abad di Manado, Pakai Satu Bahan Ini;Kompas.com, 5 November 2025, 15:00 WIB;KOMPAS.com -Sekilas, tampilan Nasi Kuning Salma Saroja di Manado, Sulawesi Utara memang mirip dengan nasi kuning pada umumnya. Nasi berwarna kuning cerah dari kunyit ini disajikan hangat bersama lauk pauk seperti semur daging, abon, kentang, dan telur rebus. Namun, ada satu topping rahasia yang membuat cita rasa nasi kuning legendaris di Manado ini berbeda dan bertahan sejak tahun 1977. Apa itu? Pagi itu, Selasa (28/10/2025), sekitar pukul 07.59 Wita,Kompas.combersama rombongan Media Trip tiket.com menyambangi gerai sederhana di Jalan Diponegoro Nomor 9, Lawangirung, Kecamatan Wenang, Kota Manado. Gerainya tidak terlalu besar dan berada di tepi jalan utama. Pagi itu, gerainya cukup ramai oleh pengunjung. Sepiring nasi kuning hangat tersaji di hadapan saya, lengkap dengan telur rebus, semur kentang dan daging sapi potong dadu, abon, serundeng kentang, serta taburan bawang goreng di atasnya. Di meja, tersedia pula sambal merah pedas dan kerupuk bagi penikmat rasa yang lebih nendang.;https://www.kompas.com/food/read/2025/11/05/150000175/rahasia-nasi-kuning-setengah-abad-di-manado-pakai-satu-bahan-ini;https://asset.kompas.com/crops/CM6GkQoF1UlZtZRp6XIiUTngJdQ=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/04/69094ab57c45d.jpg;
Mau Cari Tempat Makan Halal di Manado? Pahami Kode Ini;Kompas.com, 5 November 2025, 12:00 WIB;KOMPAS.com -Menemukan tempat makan halal di Manado kadang jadi tantangan tersendiri bagi wisatawan Muslim. Ibukota Sulawesi Utara ini memang dikenal sebagai surga kuliner laut dengan cita rasa pedas menggoda, tapi sebagian besar olahannya menggunakan bahan yang tidak semuanya halal.;https://www.kompas.com/food/read/2025/11/05/120000075/mau-cari-tempat-makan-halal-di-manado-pahami-kode-ini;https://asset.kompas.com/crops/c4qQIIkzIuEUn5Z7pjp09rB9hfo=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/01/6905f7c2b9de9.jpg;
Bukan Sekadar Nasi Kuning, Ini Cita Rasa Otentik Ala Saroja Manado;Kompas.com, 4 November 2025, 11:31 WIB;"KOMPAS.com -Sekilas, rupa nasi kuning di gerai Nasi Kuning Salma Saroja mirip dengan nasi kuning biasa. Nasi pulen yang dimasak dengan kunyit ini berwarna kuning cerah, disajikan hangat bersama aneka topping. ""Kami sudah generasi kedua, tadinya namanya Nasi Kuning Saroja, sekarang diganti jadi ada nama ibu di depan, nama ibu 'Salma', jadiNasi Kuning Salma Saroja,"" kata Fajar, pemilik sekaligus pengelola gerai Nasi Kuning Salma Saroja saat Kompas.com temui di lokasi, Selasa (28/10/2025). Saat ditemui di dapur Nasi Kuning Salma Saroja, Fajar menuturkan gerai nasi kuning ini sudah ada sejak 1977. Kompas.com bersama tim Media Trip tiket.com berkesempatan menyantap seporsi nasi kuning di gerai Nasi Kuning Salma Saroja pada Selasa (28/10/2025). Selain karena lapar, kami juga penasaran apa yang membuat nasi kuning legendaris ini dinilai begitu istimewa dibanding nasi kuning biasa. Kata salah satu petugas di dapur bernama Mevi mengatakan perbedaan nasi kuning di gerai Nasi Kuning Salma Saroja dengan nasi kuning biasa yaitu ada pada penambahan patata. ""Patata itu sejenis ubi jalar yang dibuat menjadi serundeng, rasanya manis karena dimasak dengan gula merah,"" kata Mevi. Kompas.com/ Suci Wulandari PutriPatata, topping nasi kuning khas gerai Nasi Kuning Salma Saroja, Manado, Sulawesi Utara, Selasa (28/10/2025). Kala suapan pertama nasi kuning menyapa lidah, sensasi gurih dan manis menyatu di lidah. Ada krispi dari kentang, dipadu dengan manis dari semur daging dan abon. Serundeng kentangnya masih krispi, porsinya juga pas, tidak menutupi porsi abon dan semur dagingnya.";https://www.kompas.com/food/read/2025/11/04/113100475/bukan-sekadar-nasi-kuning-ini-cita-rasa-otentik-ala-saroja-manado;https://asset.kompas.com/crops/CM6GkQoF1UlZtZRp6XIiUTngJdQ=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/04/69094ab57c45d.jpg;
Dapur Nasi Kuning Legendaris Salma Saroja di Manado, Sudah Ada Sejak 1977;Kompas.com, 4 November 2025, 10:31 WIB;"KOMPAS.com -Di Manado, Sulawesi Utara terdapat gerai nasi kuning yang namanya sudah melegenda, karena sudah ada sejak tahun 1977. Namanya Nasi Kuning Salma Saroja. ""Kami sudah generasi kedua, tadinya namanya Nasi Kuning Saroja, sekarang diganti jadi ada nama ibu di depan, yaitu 'Salma', jadiNasi Kuning Salma Saroja,"" kata Fajar, pemilik sekaligus pengelola gerai Nasi Kuning Salma Saroja saat Kompas.com temui di lokasi, Selasa (28/10/2025). Pagi itu, Kompas.com bersama rombongan Media Trip tiket.com menyambangi gerai Nasi Kuning Salma Saroja untuk sarapan karena perut kami sudah keroncongan. Usai menyantap sepiring nasi kuning di sana, Kompas.com berkesempatan mengintip dapur Nasi Kuning Salma Saroja. Di dapur sederhana tersebut Kompas.com mendapati tumpang tindih abon, kentang krispi yang masih tampak garing, bawang goreng, semur kentang dan daging sapi yang dipotong dadu. Selain itu, ada pula tumpukan telur ayam rebus yang sudah dikupas, serta sambal merah. ""Di sini, ciri khas kita pakai kriuk ini, namanya patata, ubi jalar yang di bikin serundeng dan dimasak bersama gula merah. Semua isi nasi kuning itu sama, cuma yang di sini bedanya pakai patata,"" kata salah satu petugas di dapur bernama Mevi. Ada pemandangan menarik saat Kompas.com menyambangi dapur Nasi Kuning Salma Saroja. Di sudut dapur terdapat tumpukan nasi kuning yang sudah dibungkus daun woka.";https://www.kompas.com/food/read/2025/11/04/103100575/dapur-nasi-kuning-legendaris-salma-saroja-di-manado-sudah-ada-sejak-1977;https://asset.kompas.com/crops/B4tAnuztSGPcmwri5ekB_i2yCOI=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/04/69094bc8789d4.jpg;
Makassar Tampilkan Wisata, Budaya, dan Kuliner di Jantung Surabaya;Kompas.com, 4 November 2025, 06:06 WIB;SURABAYA, KOMPAS.com- Kota Surabaya kembali menjadi magnet bagi promosi pariwisata dari timur Indonesia. MelaluiMakassarTravel Fair (MTF) 2025 yang telah digelar di Atrium Tunjungan Plaza 6 pada 1-2 November 2025, Dinas Pariwisata (Dispar) Kota Makassar menghadirkan langsung pesona wisata, budaya, dan kuliner khas Kota Daeng. Sebanyak 28tenantdari industri kreatif danpariwisataikut ambil bagian. Mulai dari Perhimpunan Hotel dan Restoran Indonesia (PHRI), dan Asosiasi Perusahaan Perjalanan Wisata Indonesia (ASITA), Dekranasda.;https://travel.kompas.com/read/2025/11/04/060600627/makassar-tampilkan-wisata-budaya-dan-kuliner-di-jantung-surabaya;https://asset.kompas.com/crops/lqCp8FrLbm3BjbpvHGo8HU4Gga8=/0x0:2409x1606/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/02/690712618abf0.jpg;
Saat Bromo Tak Sekadar Menawarkan Pemandangan, tapi Juga Cerita Hidup;Kompas.com, 3 November 2025, 17:52 WIB;KOMPAS.com- Gunung Bromo di Kecamatan Sukapura, Kabupaten Probolinggo, Jawa Timur, merupakan salah satu destinasi wisata yang tak pernah kehilangan pesonanya. Setiap tahun, kawasan ini selalu ramai dikunjungiwisatawandari berbagai daerah, bahkan mancanegara. Daya tariknya terletak pada keindahan alam pegunungan yang begitu khas. Nilai budaya yang kuat juga membuatBromotak kehilangan pesona. Tempat ini bukan sekadar tempatwisata, melainkan ruang hidup yang penuh cerita. Berkat hal tersebut, tak heran rasanya jika kawasan Bromo kerap menjadi destinasi favorit bagi wisatawan yang ingin mencari pengalaman menyenangkan. Salah satu cara terbaik menikmati keindahan Bromo adalah dengan menyambut pagi di Penanjakan.;https://travel.kompas.com/read/2025/11/03/175254527/saat-bromo-tak-sekadar-menawarkan-pemandangan-tapi-juga-cerita-hidup;https://asset.kompas.com/crops/24vsTVJebob8Z1CRqfgt8XKTMXs=/0x0:1200x800/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/03/690882cce992c.jpg;
Menikmati Renyahnya Potensi Kenari Ternate;Kompas.com- 3 November 2025, 17:17 WIB;LAIKNYAseorang penjelajah rasa, beberapa hari lalu saya duduk di sebuah warung sederhana dipinggir pantai kota Ternate, menikmati sepiring gohu ikan, potongan ikan tuna segar yang diolah alacevichedengan campuran daun kemangi, perasan jeruk, cabai, dan taburan kacang kenari sangrai di atasnya. Perpaduan asam segar, pedas, dan gurih renyah dari kenari menghadirkan kejutan lezat di lidah. Tak ketinggalan, saya pun mencicipi haluakenari, kudapan manis khas Maluku Utara (Malut) berupakacang kenariberbalut karamel gula merah yang kerap dijadikan buah tangan wisatawan. Rasanya manis legit berpadu dengan gurihnya kenari, sederhana, namun membuat ketagihan. Di Maluku Utara, kenari atau walnut (bahasa Inggris) adalah kacang dari pohon bergenus Juglans yang hadir di berbagai hidangan, dari sambal, campuran sayur, kue tradisional, hingga taburan minuman air guraka (wedang jahe khas setempat). Kenari seolah menjadi bintang tersembunyi dalam kuliner lokal. Ironisnya, di luar wilayah timur Indonesia, nama kacang kenari nyaris tenggelam. Padahal, pengalaman kuliner di Ternate tersebut membuka mata bahwa kenari menyimpan potensi luar biasa, bukan hanya lezat dan bernilai gizi tinggi, tetapi juga berpotensi menjadi penggerak ekonomi lokal, komoditas ekspor bernilai, sekaligus bagian dari pelestarian lingkungan Maluku Utara.;https://agri.kompas.com/read/2025/11/03/171700384/menikmati-renyahnya-potensi-kenari-ternate;https://asset.kompas.com/crops/R7ypJrXusFkFdRlg6J-gbfoazlk=/0x0:1920x1280/780x390/data/photo/2023/03/13/640ee5733e463.jpg;
Kuliner Khas Minang: Kue Neraka Rasa Surga, Seperti Apa Cara Buatnya?;Kompas.com, 3 November 2025, 17:00 WIB;TANAH DATAR, KOMPAS.com -Kue neraka rasa surga telah lama disematkan pada bika talago, kuliner khas Minang tepatnya Koto Baru, Kabupaten Tanah Datar, Sumatera Barat. Di tepi Jalan Raya Padang-Bukittinggi ini, sebuah warung bika yang berdiri sejak 1990-an, sering kali menjadi incaran wisatawan lokal maupun asing . Sama seperti kuliner khas Minangkabau lain yang identik dengan penggunaan kelapa, bika talago juga demikian.;https://www.kompas.com/food/read/2025/11/03/170000175/kuliner-khas-minang--kue-neraka-rasa-surga-seperti-apa-cara-buatnya-;https://asset.kompas.com/crops/TU4xbUGhnyGrintebGmf97hq3Rg=/256x327:3804x2693/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/11/03/69083fbe72f2c.jpg;
Bangkok Jadi Destinasi Kota Kuliner Terbaik Asia 2025 versi World Culinary Awards;Kompas.com, 3 November 2025, 09:58 WIB;KOMPAS.com- Bangkok, Thailand resmi meraih gelar Asia’s Best Culinary City Destination 2025 versi World Culinary Awards, mengukuhkan posisinya sebagai ibu kota kuliner yang paling memikat di kawasan Asia. Penghargaan bergengsi ini diberikan setelah melalui proses nominasi dan pemungutan suara global yang melibatkan komunitas kuliner internasional, pakar industri, dan para penikmat makanan dari berbagai negara. Predikat ini semakin memperkuat reputasiBangkoksebagai surga kuliner yang memadukan tradisi dan inovasi.;https://www.kompas.com/food/read/2025/11/03/095815075/bangkok-jadi-destinasi-kota-kuliner-terbaik-asia-2025-versi-world-culinary;https://asset.kompas.com/crops/Y92pfqqZ_XguqSqbybI37pp_RIQ=/0x28:800x561/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2022/07/11/62cbaa421a32e.jpg;
Sentra Fauna dan Kuliner Lenteng Agung Akan Diresmikan 15 November 2025;Kompas.com, 3 November 2025, 09:26 WIB;JAKARTA, KOMPAS.com -Sentra Fauna dan Kuliner Jakarta yang berlokasi di Lenteng Agung, Jagakarsa, Jakarta Selatan akan diresmikan pada Sabtu (15/11/2025). “Peresmian Sentra Fauna dan KulinerLenteng Agungdijadwalkan akan dilaksanakan pada 15 November 2025 melalui kegiatan soft launching,” kata Kepala Dinas PPKUKM DKI Jakarta, Elisabeth Ratu Rante Allo kepadaKompas.com, Senin (3/11/2025). Tempat ini diprioritaskan untukpedagang PasarBurung Barito yang kios loksem (lokasi sementara) sudah dibongkar untuk pembangunanTaman Bendera Pusaka.;https://megapolitan.kompas.com/read/2025/11/03/09262571/sentra-fauna-dan-kuliner-lenteng-agung-akan-diresmikan-15-november-2025;https://asset.kompas.com/crops/oPhS4LrFHUDVzKnRPxEONytBozM=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/10/29/6901bbf740938.jpg;
Rose BLACKPINK Nikmati Nasi Goreng di Backstage, Intip Resepnya;Kompas.com, 3 November 2025, 09:03 WIB;KOMPAS.com- Nasi goreng kembali jadi pusat perhatian usai momen Rose BLACKPINK menyantap sepiring nasi goreng di backstage konsernya di Jakarta viral di kalangan penggemar. Dalam video VCR yang diputar sebelum ia tampil solo, Rose terlihat menikmati dua suapan nasi goreng sebelum naik ke panggung momen yang menarik banyak simpati dan bangga dari BLINK Indonesia. Tak heran, nasi goreng memang jadi salah satu kuliner lokal yang paling dirindukan para artis mancanegara, termasuk Rose. Ingin mencobanya juga di rumah? Berikutresep nasi goreng sederhanaala Sajian Sedap yang bisa jadi andalan, terutama buat yang sedang belajar masak. canva.comNasi goreng bukan sekadar menu sarapan atau makan malam yang mudah dijumpai di Indonesia. Lebih dari itu, nasi goreng Indonesia adalah hasil perjalanan panjang lintas budaya yang membentuk identitas kuliner Nusantara dan kini telah mendunia. Sebuah kiriman dibagikan oleh Foodplace (@my.foodplace);https://www.kompas.com/food/read/2025/11/03/090300475/rose-blackpink-nikmati-nasi-goreng-di-backstage-intip-resepnya;https://asset.kompas.com/crops/Kerbt_0yuIdpg_EhhFSWcNDF4Jw=/0x0:1062x708/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/06/15/684e9654425ca.jpg;
Jadwal, Lokasi, dan Kegiatan Car Free Day Cibinong Minggu Besok, Ada Zona Kuliner UMKM;Kompas.com, 1 November 2025, 19:53 WIB;BOGOR, KOMPAS.com- Pemerintah Kabupaten Bogor akan menggelar uji coba pelaksanaan Car Free Day (CFD) Tegar Beriman pada Minggu (2/11/2025) pagi. Kegiatan yang bebas dari kendaraan bermotor ini akan berlangsung mulai pukul 06.00 hingga 10.00 WIB di JalanTegar Beriman, Cibinong, dari Gerbang Cibinong City Mall (CCM) hingga Hutan Kota Bambu. Bupati Bogor,Rudy Susmanto, mengajak seluruh masyarakat untuk hadir dan meramaikan acara tersebut.;https://regional.kompas.com/read/2025/11/01/195346678/jadwal-lokasi-dan-kegiatan-car-free-day-cibinong-minggu-besok-ada-zona;https://asset.kompas.com/crops/H_TZDswqAr3TPVSiwPsC2tonZ4g=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/11/01/6905f9a190e2c.jpg;
