Judul,Tanggal,Kategori,Deskripsi,URL Gambar,URL Link,Bahan,Langkah
"Resep Sop Ikan Nanas, Menu Berkuah untuk Buka Puasa Keluarga",17-Februari-2025,resep_makanan,Sop ikan nanas menawarkan perpaduan rasa gurih dari ikan tenggiri dan kesegaran nanas yang khas.,"https://asset.kompas.com/crops/CW6wHzqb5JMunPpQKvJBQ8jNE1A=/1x0:1000x666/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/07/19/64b73f6366c30.jpeg",https://www.kompas.com/food/read/2025/02/17/063100475/resep-sop-ikan-nanas-menu-berkuah-untuk-buka-puasa-keluarga,"2 sendok makan cabai merah iris | 2 sendok makan bawang merah iris | 1 sendok makan bawang putih iris | 1 sendok teh kunyit iris | 1 sendok makan garam halus | 2 sendok makan gula pasir | Resep Sop Ikan Caisim, Lauk Sehat untuk yang Sedang Sakit | 8 Tips Masak Sop Ikan agar Tidak Amis, Tambah Bahan Asam","Masak air dan bumbu halus di dalam panci hingga mendidih, kemudian masukkan nanas dan ikan tenggiri. Masak menggunakan api kecil hingga ikan matang dan bumbu meresap. | Koreksi rasa dengan garam dan penyedap, kemudian angkat dan sajikan selagi hangat."
"Resep Kukis Cokelat Keju, Kue Kering untuk Hadiah Valentine",11-Februari-2025,resep_makanan,Kombinasi manisnya cokelat dan gurihnya keju cheddar ini bukan hanya menggugah selera tetapi juga memberikan sentuhan hangat.,"https://asset.kompas.com/crops/n_UBeIimzB89fXBIRON0tFJ8_kg=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/07/07/60e54d9f827d7.jpg",https://www.kompas.com/food/read/2025/02/11/203600775/resep-kukis-cokelat-keju-kue-kering-untuk-hadiah-valentine,200 gram mentega | 100 gram gula halus | 2 butir kuning telur | 200 gram tepung terigu | 50 gram susu bubuk | 15 gram cokelat bubuk | 50 gram keju cheddar (parut) | Resep Bola-bola Cokelat Truffles untuk Kado Valentine,"Kocok mentega dan gula halus, lalu tambahkan kuning telur dan kocok kembali hingga merata. Masukkan terigu, susu bubuk, dan cokelat bubuk sembari diayak, lalu aduk hingga semua bahan tercampur rata. | Pipihkan adonan lalu cetak menjadi bentuk ketupat, letakkan adonan di atas loyang yang sudah diolesi margarin, kemudian taburi keju di atas adonan. | Panggang adonan di dalam oven suhu 160 derajat celsius selama 15 menit, kemudian biarkan dingin di suhu ruang sebelum disimpan di dalam stoples."
"Resep Biskuit Lapis Cokelat, Ide Hampers Valentine",11-Februari-2025,resep_makanan,"Biskuit lapis cokelat ini bisa jadi pilihan sempurna untuk hampers Valentine. Beberapa bahan yang dibutuhkan seperti margarin, terigu, selai cokelat, kuning telur, dan vanili.","https://asset.kompas.com/crops/wncDTlsSESak5NT563pe_lw49w4=/0x38:5448x3670/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/08/27/6128774f1da6d.jpeg",https://www.kompas.com/food/read/2025/02/11/193300575/resep-biskuit-lapis-cokelat-ide-hampers-valentine,200 gram margarin | 150 gram gula halus | 1/2 sendok teh vanili | 2 butir kuning telur | 50 gram susu bubuk | 230 gram tepung terigu | 50 gram gula pasir | 150 gram selai cokelat | Artikel Kompas.id | Cara Membuat Dark Chocolate Lumer untuk Kado Valentine,"Kocok margarin, gula halus, dan vanili hingga tercampur rata, kemudian tambahkan kuning telur lalu kocok kembali. Masukkan susu bubuk dan tepung terigu lalu aduk kembali hingga rata. | Pipihkan adonan hingga ketebalan 1/2 sentimeter, lalu cetak menggunakan cetakan bentuk lingkaran bergerigi. Letakkan adonan yang sudah dicetak di atas loyang yang sudah dilapisi margarin. | Panggang adonan di dalam oven suhu 160 derajat celsius selama 15 menit, lalu angkat dan biarkan dingin di suhu ruang sebelum dimasukkan ke dalam stoples."
"Resep Sop Bebek Kuah Gurih, Menu Buka Puasa yang Menggugah Selera",11-Februari-2025,resep_makanan,Rempah-rempah yang meresap ke dalam daging bebek membuatnya semakin nikmat. Hidangan ini juga cocok untuk disantap bersama keluarga saat berbuka.,"https://asset.kompas.com/crops/N6VbFMfkbIry5t8i4wX6UNkMjjQ=/0x0:1200x800/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/02/11/67ab0beb82eb4.jpeg",https://www.kompas.com/food/read/2025/02/11/133300975/resep-sop-bebek-kuah-gurih-menu-buka-puasa-yang-menggugah-selera,"1 ekor bebek muda (700 gram), potong 10 bagian | 1 sdm air jeruk nipis | 1 liter air | 150 gram wortel, iris sesuai selera | 50 gram kapri | 2 sdm daun bawang, iris halus | 2 batang seledri, simpulkan | 2 sdm minyak goreng | Resep Sop Ayam Jagung, Menu Sederhana Sehat dan Bergizi | Artikel Kompas.id | 3 sdm bawang merah, iris | 1 sdm bawang putih, iris | 1 sdt merica hitam | 1 sdt jahe, iris | ½ sdt pala | 1 sdm garam | 3 butir cengkih | 1 buah tomat segar, potong","Lumuri bebek dengan air jeruk nipis dan diamkan selama 30 menit. | Panaskan minyak, tumis bumbu halus hingga harum. | Masukkan potongan bebek, aduk hingga terbalut bumbu dan setengah matang. | Tambahkan air, masukkan wortel, kapri, seledri, dan daun bawang. | Masak hingga bebek empuk dan kuahnya meresap, angkat dan sajikan."
"Menu Sahur Berkuah, Coba Resep Sup Telur Jahe",9-Februari-2025,resep_makanan,"Perpaduan jahe yang menghangatkan, kaldu ayam yang gurih, serta telur yang kaya protein menjadikan hidangan ini tidak hanya enak, tetapi juga sehat untuk mengawali puasa.","https://asset.kompas.com/crops/D2IQVqIY1m1QLTAhilr1ljJXKk8=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/07/16/60f16ceb30e1b.jpg",https://www.kompas.com/food/read/2025/02/09/202606175/menu-sahur-berkuah-coba-resep-sup-telur-jahe,"Irisan cabai rawi (campur dengan kecap asin) | Artikel Kompas.id | Cara Membuat Kering Tempe untuk Lauk Sahur | Resep Tumis Kangkung Taoco, Ide Menu Sahur Praktis Cukup 11 Bahan","Panaskan minyak goreng bersama minyak wijen di dalam wajan, kemudian tumis bawang putih hingga harum. Masukkan kaldu dan jahe, kemudian masak sampai kaldu mendidih. | Tuang kocokan telur ke dalam kaldu hingga membentuk serabut, kemudian kentalkan dengan larutan tepung sagu. Didihkan kembali hingga kuah sup mengental. | Masukkan garam, merica bubuk, capit kepiting, jagung, asparagus, dan irisan jamur shiitake, kemudian masak sebentar sampai semua bahan matang. | Koreksi rasa dengan garam dan penyedap, lalu sajikan hangat dengan taburan irisan daun bawang dan daun ketumbar."
"Resep Jamur Tiram Goreng Sambal Bawang, Lauk Sahur Praktis",9-Februari-2025,resep_makanan,"Jamur tiram ini digoreng tanpa tepung, dibuat dengan bahan sederhana bawang putih, dan garam.","https://asset.kompas.com/crops/sKkAdv35GSC0Kg1rF1G6mMwycqw=/74x0:919x563/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2020/09/29/5f73528912598.jpg",https://www.kompas.com/food/read/2025/02/09/073100475/resep-jamur-tiram-goreng-sambal-bawang-lauk-sahur-praktis,"500 gram jamur tiram | 3 siung bawang putih | 2 sendok garam | 10 biji cabai rawit | 2 siung bawang putih | Garam secukupnya. | Resep Pepes Ikan Kembung Enak dan Anti Amis, Bumbu Meresap | Artikel Kompas.id | Resep Nugget Jamur Tiram, Bisa untuk Ide Jualan Frozen Food | Resep Lumpia Goreng Isi Jamur, Bisa Pakai Jamur Tiram","Jamur tiram dicuci hingga bersih, lalu disuwir-suwir sesuai selera. | Siapkan dan haluskan semua bumbu. | Masukkan jamur tiram yang sudah disuwir-suwir ke dalam bumbu. Diamkan beberapa saat hingga bumbu meresap. | Sementara itu, campur dan haluskan semua bahan sambal bawang. | Panaskan minyak goreng, lalu angkat jamur tiram dari bumbu, dan goreng hingga berwarna kekuning-kuningan. | Sajikan jamur tiram goreng bersama sambal bawang."
"Resep Sambal Goreng Ati Sapi, Lauk Praktis untuk Keluarga di Rumah",5-Februari-2025,resep_makanan,"Selain momen spesial, kamu juga bisa memasak sambal goreng hati untuk lauk makan keluarga di rumah.","https://asset.kompas.com/crops/NmzkRwHDPCqrJ9dbYw7ziDPcl6k=/0x295:750x795/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2021/05/25/60ac66ba41720.jpg",https://www.kompas.com/food/read/2025/02/05/153200175/resep-sambal-goreng-ati-sapi-lauk-praktis-untuk-keluarga-di-rumah,"400 gram hati sapi | Minyak (untuk menumis dan menggoreng) | 10 butir bawang merah | 4 siung bawang putih | 50 gram cabai merah | Garam secukupnya | 1 sendok teh terasi matang | 1 lembar daun salam | 1 sentimeter lengkuas (memarkan) | 2 batang serai (memarkan) | 6 lembar daun jeruk purut | 16 butir telur puyuh rebus (kupas) | 400 mililiter santan dari 1/2 butir kelapa | 1 sendok makan gula merah | 2 sendok makan air asam jawa | 8 buah cabai merah besar (iris serong tipis) | 2 papan petai (kupas, biarkan utuh) | 2 sendok makan bawang merah goreng (untuk taburan)","Potong-potong hati sapi seukuran dadu, cuci sampai bersih. Taburi dengan garam, goreng dalam minyak panas sampai matang dan kecoklatan. Angkat, sisihkan. | Panaskan sedikit minyak, tumis bumbu halus bersama daun salam, lengkuas, serai, dan daun jeruk sampai harum dan matang. Masukkan telur puyuh rebus dan hati sapi goreng. Aduk rata. | Tuang santan, aduk dan masak sampai mendidih dan santan berminyak. Tambahkan gula merah, air asam jawa, irisan cabai, dan petai. Aduk sampai rata. Masak sampai santan menyusut, angkat. Taburi dengan bawang merah goreng."
"Resep Tahu Goreng Krispi, Masak Tanpa Gas Pakai Air Fryer",4-Februari-2025,resep_makanan,"Sebagaimana yang diketahui, belakangan gas tiga kilogram sulit didapatkan usai pemerintah melarang penjualan gas oleh pengecer.","https://asset.kompas.com/crops/SPPKbhZ4C-Y4O9MRXvYkiZ-hFM0=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/05/06/6455ec0988ece.jpg",https://www.kompas.com/food/read/2025/02/04/203400575/resep-tahu-goreng-krispi-masak-tanpa-gas-pakai-air-fryer,"280 gram tahu (keringkan) | 1 sendok makan kecap asin | 1 sendok makan minyak sayur | 1 siung bawang putih (haluskan atau parut) | 1 sendok teh jahe segar parut | 1 sendok teh paprika | Sejumput garam | 2 sendok makan tepung jagung atau tepung maizena | Saus cabai manis (untuk disajikan) | Resep Sayap Ayam Bawang Putih dengan Air Fryer, Mudah dan Praktis | Perbedaan antara Oven Konveksi dan Air Fryer","Keringkan tahu menggunakan tisu dapur kemudian potong-potong menjadi 20-25 kotak-kotak kecil. Sementara itu, panaskan air fryer hingga suhu 200 derajat Celsius. | Di mangkuk terpisah, campur kecap asin, minyak, bawang putih, jahe, paprika, dan garam. Aduk potongan tahu ke dalam campuran kecap asin, kemudian baluri tahu dengan tepung maizena hingga merata. | Goreng tahu di dalam air fryer selama 12-15 menit hingga renyah dan berwarna keemasan, kemudian angkat dan sajikan dengan saus cabai."
"Resep Sup Ubi Ungu, Dessert untuk Perayaan Imlek",29-Januari-2025,resep_makanan,"Untuk resep ini, kamu butuh beberapa bahan seperti ubi jalar ungu, ubi jalar jingga, santan, dan tapioka mutiara. Sup ini bisa disajikan dalam keadaan hangat ataupun dalam keadaan dingin.","https://asset.kompas.com/crops/iCXiIWiWuqxJNlMtUzt1ErYS5Ec=/0x53:826x604/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/01/28/6798bb9ca57e3.jpg",https://www.kompas.com/food/read/2025/01/29/053100975/resep-sup-ubi-ungu-dessert-untuk-perayaan-imlek,"1600 mililiter air | 150 gram tapioka mutiara | 453 gram ubi jalar jingga (kupas dan potong kecil-kecil) | 679 gram ubi jalar ungu (kupas dan potong kecil-kecil) | 150 gram gula pasir | 1 kaleng santan | 1 sendok teh ekstrak vanili | 1/2 sendok teh garam | 1 liter air | Makna Manisan Imlek, Simbol Harapan dan Kebahagiaan | Makna Kue Keranjang Saat Imlek, Tak Cuma Simbol Keberuntungan","Didihkan 1600 mililiter air di dalam panci berukuran sedang, kemudian tambahkan tapioka, kecilkan api, dan aduk perlahan hingga bulir tapioka lunak dan bening. Setelah itu tiriskan dan bilas bulir tapioka dengan air dingin. | Simpan bulir tapioka di dalam mangkuk berisi air es hingga siap digunakan. Jika tidak digunakan dalam waktu dua jam, tiriskan bulir tapioka lalu simpan di dalam lemari es. | Sementara itu, rebus ubi jalar jingga di dalam panci hingga hingga empuk, kemudian tiriskan dan sisihkan. | Rebus ubi jalar ungu dan gula di dalam satu liter air hingga empuk sekitar lima sampai tujuh menit, kemudian angkat ubi dan tiriskan. Sisihkan air rebusan. | Blender ubi ungu bersama santan dan 236 mililiter air rebusan hingga halus, kemudian tuang kembali ke dalam sisa air rebusan. Masak sembari diaduk hingga konsistensinya seperti sup krim yang agak kental. | Tambahkan vanili dan garam, kemudian angkat dan sajikan dengan cara mengaduknya dengan bulir tapioka serta potongan ubi jingga."
"Resep Tim Ikan Kakap untuk Imlek, Cuma Butuh 4 Langkah Masak",25-Januari-2025,resep_makanan,"Ikan dikenal dengan nama ""yu"" dalam bahasa Mandarin yang dimaknai sebagai simbol keberuntungan atau kekayaan.","https://asset.kompas.com/crops/aRKzfpk4wt9ph84-sEN_38BW9k8=/25x0:869x563/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/01/18/63c73bec3ac89.jpeg",https://www.kompas.com/food/read/2025/01/25/160400075/resep-tim-ikan-kakap-untuk-imlek-cuma-butuh-4-langkah-masak,"1 ekor ikan kakap ukuran sedang, buang isi perutnya, cuci bersih | 2 siung bawang putih | 1 batang bawang perei, iris 1 cm | 2 cm jahe, cincang | 1 sdm kecap ikan | 1 sdm air jeruk nipis | Garam secukupnya","Kerat-kerat badan ikan. | Campur bawang putih, bawang perei, jahe, kecap ikan, air jeruk nipis, dan garam. Aduk rata. | Lumuri badan ikan dengan campuran bumbu hingga rata dan letakkan dalam pinggan tahan panas. | Kukus hingga matang. Angkat dan sajikan."
"Resep Wedang Roti Kue Keranjang, Santapan Hangat untuk Peayaan Imlek",18-Januari-2025,resep_makanan,"Perpaduan kuah jahe yang hangat, santan yang lembut, serta roti panggang dan kue keranjang ini tidak hanya enak, tetapi juge melegakan perut.","https://asset.kompas.com/crops/kJFvjYKu55uZBMRb5MtPrXpVOXc=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/01/23/65af3ebc9f92f.jpg",https://www.kompas.com/food/read/2025/01/18/132806075/resep-wedang-roti-kue-keranjang-santapan-hangat-untuk-peayaan-imlek,"500 mililiter air | 4 sentimeter jahe segar (bakar dan memarkan) | 1 batang serai (memarkan) | 1 lembar daun pandan (potong-potong) | 150 gram gula merah | 2 sendok makan gula pasir | 1/4 sendok teh garam | 500 mililiter santan encer | Resep Bubur Sumsum Kue Keranjang, Kreasi Kudapan untuk Imlek | Resep Kolak Pisang Singkong Kue Keranjang untuk Imlek, Kuahnya Legit","Panggang roti di dalam oven hingga agak kering, kemudian angkat dan biarkan dingin di suhu ruang. | Rebus air di dalam panci bersama jahe, serai, pandan, gula merah, gula pasir, dan garam hingga mendidih. Kemudian tambahkan potongan kue keranjang, lalu masak kembali sembari diaduk hingga mendidih dan agak menyusut. | Masukkan santan, masak kembali sembari diaduk sebentar, kemudian angkat dan sajikan selagi hangat dengan potongan roti dan taburan kismis."
"Resep Tinutuan, Bubur Manado Komplet untuk Sarapan",15-Januari-2025,resep_makanan,"Tinutuan biasa disajikan sebagai sarapan, sama seperti jenis bubur lain yang umum dihidangkan pagi hari.","https://asset.kompas.com/crops/p11ynQWbCr0Seh4ds9tCCBQrrKU=/2x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2022/05/31/6295c8b093cfa.jpg",https://www.kompas.com/food/read/2025/01/15/101455275/resep-tinutuan-bubur-manado-komplet-untuk-sarapan,"100 gr beras, cuci bersih | 1 buah jagung manis, pipil | 150 gr labu kuning, potong dadu | 150 gr ubi jalar, potong dadu | 100 gr bayam, petik bagian tangkai yang ada daunnya | 50 gr daun melinjo | 4 liter tangkai kemangi, ambil daunnya | 1 liter air | 300 ml santan kental | 2 lembar daun salam | 1 batang serai | 1 1/2 sdm garam | 1/4 sdt kaldu instan, opsional | 12 buah cabai merah keriting | 5 siung bawang merah | 1 buah tomat | 1 sdt terasi bakar | 1 sdt garam","Buat sambal dabu-dabu terasi dengan merebus cabai, bawang, dan tomat, lalu haluskan dengan terasi bakar dan garam. sisihkan. | Rebus beras dengan daun salam dan serai hingga lunak. Tambahkan santan dan garam, aduk rata. Biarkan hingga mendidih lagi. | Masukkan jagung manis, labu kuning, dan ubi jalar, aduk. Biarkan hingga labu dan ubi matang. | Masukkan daun bayam dan daun melinjo, aduk rata. Masak terus di atas api kecil hingga bubur mengental. | Tambahkan daun kemangi, aduk sebentar. Angkat, sajikan."
"Resep Sup Bakso Sawi Hijau, Praktis Tinggal Cemplung",12-Januari-2025,resep_makanan,Kamu bisa menggunakan bakso siap masak untuk membuat hidangan berkuah ini. Begitu juga dengan kaldu yang akan dipakai.,"https://asset.kompas.com/crops/qb9JM68L3y0ei8avTv1iuLadS3E=/3x0:700x465/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2022/02/18/620efbc8d1007.jpg",https://www.kompas.com/food/read/2025/01/12/113500375/resep-sup-bakso-sawi-hijau-praktis-tinggal-cemplung,Artikel Kompas.id | 1 liter kaldu | 200 gram sawi hijau | 150 gram bakso ikan | 2 sendok makan irisan daun bawang | 1 sendok makan bawang putih cincang | Merica halus secukupnya | Garam secukupnya | 1 buah kaldu blok instan,"Rebus kaldu, masukkan daun bawang, bawang putih, merica, dan garam. Aduk. | Masukkan sawi dan bakso ikan. Setelah mendidih, angkat, hidangkan."
"Resep Jiaozi, Pangsit khas China untuk Rayakan Imlek",10-Januari-2025,resep_makanan,"Dikutip dari laman The Spruce Eats, pangsit melambangkan kemakmuran dan keberuntungan berkat bentuknya yang seperti batangan logam.","https://asset.kompas.com/crops/G5PII9E9c8l381H1NLTfqnWH5jk=/0x0:750x500/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/01/09/677f77f21bb5e.jpg",https://www.kompas.com/food/read/2025/01/10/083100675/resep-jiaozi-pangsit-khas-china-untuk-rayakan-imlek,"360 gram tepung terigu serbaguna | 1/4 sendok teh garam kosher | 295 mililiter air dingin | 454 gram daging sapi giling | 1 sendok makan kecap asin | 1 sendok teh garam kosher | 1 sendok makan anggur beras China | 1/4 sendok teh lada putih yang baru digiling | 3 sendok makan minyak wijen | 1/2 batang daun abwang ukuran sedang (cincang halus) | 134 gram kubis (iris halus) | 23 gram rebung parut | 1 sendok makan jahe segar cincang | 1 siung bawang putih (cincang) | 250 mililiter air dingin | 3 sendok makan minyak | 1 batang daun bawang ukuran sedang (iris tipis) | 115 gram saus pangsit | Resep Lumpia ala Shanghai, Ide Kudapan Gurih untuk Imlek | Resep Kue Pisang Ambon, Kudapan Kumpul Keluarga saat Imlek","Tutup adonan menggunakan kain bersih, kemudian diamkan sekitar 30 menit di suhu ruang. | Membuat isian: Aduk daging giling, satu sendok kecap asin, satu sendok teh garam kosher, satu sendok makan anggur beras, dan satu sendok teh lada putih giling segar hingga merata. | Tambahkan tiga sendok makan minyak wijen, daun bawang cincang, kubis, rebung, jahe segar cincang, dan bawang putih cincang. Aduk bahan searah hingga tercampur rata dan campuran lengket. | Bagi adonan kulit pangsit menjadi 60 bagian, dengan masing-masing berat sekitar 15 gram. Gilas setiap bagian hingga pipih dan bentuk menjadi lingkaran. | Taburi permukaan adonan dengan tepung secukupnya agar adonan tidak lengket. Setelah itu isi setiap kulit pangsit dengan satu sendok makan isian daging. | Basahi pinggiran kulit pangsit dengan air, lalu lipat perlahan kulit pangsit sembari ditekuk hingga isian tertutup sempurna. Ulangi langkah serupa untuk semua bagian adonan. | Didihkan air di dalam panci besar, kemudian masukkan 30 bagian pangsit agar tidak saling menempel. Setelah mendidih, tambahkan 118 mililiter air dingin lalu tutup panci dan biarkan mendidih. | Jika suka, pangsit bisa digoreng di dalam wajan dengan tiga sendok makan minyak sampai kulitnya berwarna keemasan. Sajikan jiaozi selagi hangat dengan taburan daun bawang dan saus cocolan."
"Resep Lumpia ala Shanghai, Ide Kudapan Gurih untuk Imlek",5-Januari-2025,resep_makanan,"Lumpia asal China ini dibuat dengan isian padat dari campuran daging ayam, udang, rebung, dan jamur.","https://asset.kompas.com/crops/mMtV2vn2qXLHYna5MbKeBKNrJFg=/0x0:750x500/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/12/03/674e6a3e26ffa.jpg",https://www.kompas.com/food/read/2025/01/05/160400475/resep-lumpia-ala-shanghai-ide-kudapan-gurih-untuk-imlek,"30 lembar kulit lumpia | 1 putih telur | 250 ml minyak goreng rendah kolesterol | Saus asam manis secukupnya | 150 gr daging ayam negeri, bagian dada atau paha, potong memanjang kecil | 100 gr udang, potong kecil | 200 gr rebung kalengan atau segar, potong bentuk korek api | 6 buah jamur hioko, rendam hingga lunak, iris halus | 2 sdm irisan halus daun bawang | 1 butir telur ayam | 2 sdm tepung maizena | 1 1/2 sdt garam | 1 sdt gula pasir | 1 sdm kecap asin | 1 sdm minyak goreng rendah kolesterol | 1 sdt minyak wijen | 1/8 sdt merica bubuk | 1 sdm air jahe","Isi: Campur semua bahan isi jadi satu, aduk rata. | Ambil selembar kulit lumpia, beri satu sendok makan bahan isi di salah satu sisi. Lipat sisi kanan dan kirinya, lalu gulung padat, olesi ujungnya dengan putih telur. Lakukan hal yang sama hingga adonan habis. | Panaskan minyak, goreng lumpia dengan api kecil hingga matang dan berwarna kuning kecoklatan. Angkat, tiriskan. | Hidangkan dengan saus asam manis."
"Resep Tang Yuan, Bola Bola Kenyal Isi Kacang Khas Imlek",4-Januari-2025,resep_makanan,"Dikutip dari laman Serious Eats, Sabtu (4/1/2025), tang yuan disajikan sebagi simbol kebersamaan dan reuni keluarga. Di China, umumnya tang yuan dimakan pada awal Festival Lentera yang menandai berakhirnya periode Tahun Baru Imlek.","https://asset.kompas.com/crops/USo2G-sz4QsfnrRgo5aWeCjOPyw=/107x0:1119x675/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/02/06/65c1b71f23a93.jpg",https://www.kompas.com/food/read/2025/01/04/093300475/resep-tang-yuan-bola-bola-kenyal-isi-kacang-khas-imlek,"150 gram tepung beras ketan | 15 gram tepung beras biasa atau tepung tapioka | 10 sendok makan air mendidih | Resep Chicken Egg Roll, Stok Lauk Praktis Mudah Dibuat | Artikel Kompas.id | Resep Kue Keranjang Goreng Lapis Kelapa Parut, Kreasi Camilan Imlek | Apa Arti Kue Keranjang dalam Perayaan Imlek?","Hancurkan biji-bijian hingga halus tapi jangan sampai menjadi bubuk, kemudian campur dengan minyak kelapa hingga merata. Dinginkan campuran kacang-kacangan di dalam freezer. | Aduk tepung beras ketan, tepung tapioka, dan air di dalam mangkuk tahan panas hingga tercampur rata dan adonan lembut. Setelah itu bagi adonan menjadi dua bagian. | Giling setiap adonan hingga ketebalan 2,5 sentimeter, kemudian potong-potong adonan menjadi beberapa bagian kecil. Taburi bagian atas adonan menggunakan tepung beras supaya tidak lengket. | Ambil satu lembar adonan, buat cekungan dengan ibu jari di bagian tengahnya, lalu letakkan isian di bagian tengahnya. Bentuk bulatan adonan hingga isiannya tertutup sempurna. | Ulangi langkah serupa sampai semua bahan adonan dan isian habis. Letakan adonan di dalam nampan yang sudah ditaburi tepung beras, lalu sisihkan. | Didihkan air di dalam panci besar, kemudian masukkan adonan ke dalam air mendidih perlahan supaya tidak lengket di dasar panci. Didihkan selama 15 menit menggunakan api kecil sampai kulit adonan hampir bening. | Sajikan tang yuan di dalam mangkuk selagi hangat."
"Resep Rujak Aceh untuk Turunkan Kolesterol, Sajikan Selagi Dingin",2-Januari-2025,resep_makanan,"Bila kamu terlanjur mengonsumsi banyak kue dan daging tinggi lemak, sebaiknya mulai batasi konsumsi makanan tersebut untuk menekan kadar kolesterol. Sebab, kolesterol tinggi dapat memicu obesitas, darah tinggi, serta risiko penyakit jantung.","https://asset.kompas.com/crops/dE5ntkQ2PNRJ1vitLV9W6ftJwVU=/18x21:980x663/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2023/07/06/64a6445a61d96.jpg",https://www.kompas.com/food/read/2025/01/02/114426775/resep-rujak-aceh-untuk-turunkan-kolesterol-sajikan-selagi-dingin,"250 mililiter air kelapa muda | 75 gram kelapa muda (keruk dagingnya) | 100 gram mangga muda (serut kasar) | 100 gram nanas (serut kasar) | 100 gram nangka masak (buang bijinya, potong kecil) | 100 gram wortel (serut kasar) | 125 gram gula pasir | 50 mililiter air jeruk nipis | 3 buah cabai merah (haluskan) | 2 sdm kecap ikan","Tuang air kelapa muda dalam mangkuk besar. Masukkan daging kelapa muda, nanas, bengkuang, nangka, dan wortel, kemudian aduk. | Masukkan gula pasir, air jeruk nipis, dan cabai halus yang sudah dicampur dengan kecap ikan. Aduk rata. | Simpan dalam kulkas. Hidangkan dingin."
"Tumis Daging Paprika, Pakai Daging Sisa Malam Tahun Baru",1-Januari-2025,resep_makanan,"Padahal, jika mau mengolahnya, kamu bisa menyulap daging sisa malam tahun baru menjadi hidangan spesial. Misalnya jadi tumis daging paprika.","https://asset.kompas.com/crops/VZDDAlX5jxp-uxzOWHrLgm8A4u4=/33x8:716x464/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2024/06/30/6681584047c74.jpg",https://www.kompas.com/food/read/2025/01/01/112755375/tumis-daging-paprika-pakai-daging-sisa-malam-tahun-baru,"6 sendok makan kecap ikan | 4 sendok makan gula pasir | Garam dan merica bubuk secukupnya | Resep Selat Solo Empuk Dan Sedap, 'Steak' Khas Orang Jawa | Artikel Kompas.id | 2 Cara Menyimpan Sate Ayam Sisa Tahun Baru agar Tetap Lezat | Tips Menyimpan Saus Barbeque Sisa Malam Tahun Baru","Campur gula dan kecap asin di dalam mangkuk, kemudian sisihkan. Sementara itu panaskan minyak di dalam wajan lalu tumis paprika hingga layu, kemudian tambahkan garam dan merica lalu sisihkan. | Di wajan terpisah, masak irisan daging sekitar lima menit atau sampai daging sapi matang. Setelah itu masukkan tumisan paprika lalu aduk hingga semua bahan tercampur rata. | Sajikan tumis daging paprika selagi hangat bersama nasi putih hangat."
